"_oexerccompta_id","_oreference_id","_otableauposte_id","SoldeDebit","SoldeCredit"
"5a1e148074e45239e055feb9","5a83ab66e4517c3f08de9563","5a83ab67e4517c3f08de95d7",0,507466389
"5a1e148074e45239e055feb9","5a83ab66e4517c3f08de9566","5a83ab67e4517c3f08de95d7",0,10925265
"5a1e148074e45239e055feb9","5a83ab66e4517c3f08de956f","5a83ab67e4517c3f08de95d7",0,500000
"5a1e148074e45239e055feb9","5a83ab66e4517c3f08de9570","5a83ab67e4517c3f08de95d7",0,4290400
"5a1e148074e45239e055feb9","5a83ab66e4517c3f08de9571","5a83ab67e4517c3f08de95d7",0,968000
"5a1e148074e45239e055feb9","5a83ab66e4517c3f08de9567","5a83ab67e4517c3f08de95d7",0,578762571
"5a1e148074e45239e055feb9","5a83ab66e4517c3f08de9568","5a83ab67e4517c3f08de95d7",0,700000
"5a1e148074e45239e055feb9","5a83ab66e4517c3f08de9569","5a83ab67e4517c3f08de95d7",0,23677811
